,NumberOfQuizzesTaken,CourseCategory_Arts,CourseCategory_Business,CourseCategory_Programming,NumberOfVideosWatched,DeviceType,CourseCategory_Science,CourseCategory_Health,target
6723,9,0.0,1.0,0.0,0,0,0.0,0.0,0
6724,5,0.0,0.0,0.0,20,1,0.0,1.0,1
6725,1,0.0,0.0,1.0,5,0,0.0,0.0,0
6726,5,0.0,0.0,0.0,18,1,0.0,1.0,1
6727,7,0.0,0.0,0.0,20,1,1.0,0.0,1
6729,3,0.0,0.0,1.0,0,0,0.0,0.0,0
6730,4,0.0,0.0,1.0,17,1,0.0,0.0,1
6731,5,0.0,0.0,0.0,4,0,1.0,0.0,1
6732,5,0.0,1.0,0.0,9,1,0.0,0.0,1
6733,7,0.0,0.0,0.0,7,1,1.0,0.0,0
6734,2,1.0,0.0,0.0,7,0,0.0,0.0,0
6735,7,1.0,0.0,0.0,5,0,0.0,0.0,0
6736,8,0.0,0.0,1.0,15,1,0.0,0.0,1
6737,4,0.0,0.0,0.0,17,1,1.0,0.0,1
6738,10,0.0,0.0,0.0,1,1,1.0,0.0,0
6739,0,0.0,0.0,0.0,20,1,1.0,0.0,1
6741,8,0.0,0.0,1.0,9,0,0.0,0.0,1
6742,0,0.0,1.0,0.0,8,0,0.0,0.0,1
6743,1,1.0,0.0,0.0,11,1,0.0,0.0,1
6744,7,1.0,0.0,0.0,16,1,0.0,0.0,1
6745,7,0.0,0.0,0.0,17,0,1.0,0.0,1
6746,3,0.0,0.0,0.0,17,0,0.0,1.0,1
6747,4,0.0,0.0,0.0,13,0,0.0,1.0,1
6748,0,1.0,0.0,0.0,14,0,0.0,0.0,1
6749,9,0.0,0.0,0.0,17,0,1.0,0.0,1
6750,9,0.0,0.0,1.0,19,1,0.0,0.0,1
6751,9,0.0,0.0,1.0,12,0,0.0,0.0,1
6752,3,0.0,1.0,0.0,10,0,0.0,0.0,0
6753,1,0.0,0.0,0.0,12,0,0.0,1.0,0
6754,10,0.0,0.0,0.0,13,1,1.0,0.0,1
6755,7,0.0,0.0,0.0,11,1,0.0,1.0,1
6756,5,0.0,0.0,1.0,12,0,0.0,0.0,1
6757,4,0.0,0.0,1.0,0,1,0.0,0.0,0
6758,4,0.0,0.0,1.0,6,1,0.0,0.0,1
6760,3,0.0,0.0,1.0,9,0,0.0,0.0,1
6761,10,0.0,0.0,1.0,7,0,0.0,0.0,1
6762,8,0.0,0.0,0.0,8,1,0.0,1.0,1
6763,10,0.0,0.0,1.0,5,1,0.0,0.0,0
6764,1,0.0,1.0,0.0,8,1,0.0,0.0,1
6765,0,1.0,0.0,0.0,8,1,0.0,0.0,0
6766,3,0.0,0.0,1.0,1,1,0.0,0.0,0
6767,4,0.0,0.0,0.0,13,1,1.0,0.0,0
6768,9,0.0,1.0,0.0,4,0,0.0,0.0,1
6770,3,0.0,1.0,0.0,4,1,0.0,0.0,0
6771,8,1.0,0.0,0.0,11,1,0.0,0.0,0
6772,2,0.0,0.0,1.0,13,1,0.0,0.0,0
6773,2,1.0,0.0,0.0,14,1,0.0,0.0,0
6774,2,0.0,0.0,0.0,18,0,1.0,0.0,0
6775,4,0.0,1.0,0.0,3,0,0.0,0.0,1
6776,7,0.0,0.0,0.0,2,0,0.0,1.0,0
6777,9,0.0,0.0,1.0,7,0,0.0,0.0,1
6778,7,0.0,1.0,0.0,6,1,0.0,0.0,1
6780,0,0.0,0.0,0.0,4,0,1.0,0.0,0
6781,10,0.0,1.0,0.0,12,1,0.0,0.0,1
6782,0,0.0,0.0,0.0,11,0,1.0,0.0,1
6783,7,0.0,0.0,0.0,20,1,1.0,0.0,1
6784,6,0.0,0.0,1.0,19,1,0.0,0.0,0
6786,4,0.0,0.0,0.0,4,0,0.0,1.0,0
6787,4,0.0,0.0,0.0,15,0,0.0,1.0,1
6788,4,0.0,1.0,0.0,3,0,0.0,0.0,0
6789,2,0.0,1.0,0.0,13,1,0.0,0.0,0
6790,5,0.0,0.0,0.0,15,1,1.0,0.0,1
6791,4,1.0,0.0,0.0,16,1,0.0,0.0,1
6793,2,0.0,0.0,0.0,17,1,1.0,0.0,0
6794,5,0.0,0.0,1.0,14,0,0.0,0.0,1
6796,6,0.0,0.0,0.0,7,1,1.0,0.0,1
6797,8,0.0,0.0,1.0,8,0,0.0,0.0,1
6798,5,1.0,0.0,0.0,10,0,0.0,0.0,1
6801,10,0.0,0.0,1.0,9,0,0.0,0.0,1
6802,9,0.0,0.0,0.0,13,1,0.0,1.0,0
6803,0,0.0,1.0,0.0,2,0,0.0,0.0,0
6804,9,0.0,0.0,0.0,20,1,0.0,1.0,1
6805,5,0.0,0.0,1.0,8,1,0.0,0.0,0
6806,3,1.0,0.0,0.0,19,0,0.0,0.0,1
6807,7,0.0,0.0,1.0,15,1,0.0,0.0,0
6809,10,0.0,0.0,1.0,5,0,0.0,0.0,0
6811,9,0.0,0.0,0.0,0,1,0.0,1.0,0
6812,0,0.0,0.0,0.0,7,1,0.0,1.0,0
6813,10,0.0,0.0,1.0,19,0,0.0,0.0,0
6814,3,0.0,0.0,1.0,19,0,0.0,0.0,0
6815,5,0.0,1.0,0.0,13,0,0.0,0.0,1
6816,4,0.0,0.0,0.0,2,0,0.0,1.0,0
6817,5,0.0,0.0,1.0,5,0,0.0,0.0,0
6818,0,0.0,0.0,0.0,17,0,0.0,1.0,0
6819,5,0.0,1.0,0.0,3,0,0.0,0.0,1
6821,8,0.0,0.0,0.0,19,0,0.0,1.0,1
6822,1,1.0,0.0,0.0,16,0,0.0,0.0,1
6823,1,0.0,1.0,0.0,0,0,0.0,0.0,0
6824,9,0.0,0.0,0.0,12,0,0.0,1.0,0
6825,9,0.0,0.0,1.0,20,0,0.0,0.0,1
6826,1,0.0,1.0,0.0,12,0,0.0,0.0,0
6827,3,0.0,0.0,0.0,17,1,1.0,0.0,0
6828,8,0.0,0.0,1.0,8,1,0.0,0.0,1
6829,1,0.0,1.0,0.0,2,0,0.0,0.0,0
6830,9,0.0,0.0,0.0,3,0,1.0,0.0,1
6831,1,0.0,1.0,0.0,20,1,0.0,0.0,0
6832,7,0.0,1.0,0.0,20,0,0.0,0.0,1
6833,1,0.0,0.0,1.0,14,1,0.0,0.0,0
6834,4,0.0,0.0,1.0,3,1,0.0,0.0,1
6836,3,0.0,0.0,0.0,18,0,1.0,0.0,1
6837,3,0.0,1.0,0.0,13,0,0.0,0.0,0
6838,2,0.0,0.0,0.0,4,0,0.0,1.0,0
6839,0,0.0,0.0,0.0,15,0,1.0,0.0,1
6840,8,0.0,1.0,0.0,10,0,0.0,0.0,0
6841,4,1.0,0.0,0.0,19,0,0.0,0.0,1
6843,9,0.0,0.0,0.0,9,1,1.0,0.0,1
6844,7,1.0,0.0,0.0,3,1,0.0,0.0,1
6845,6,0.0,0.0,0.0,8,1,0.0,1.0,1
6846,10,0.0,0.0,0.0,13,0,1.0,0.0,0
6848,4,0.0,0.0,0.0,14,1,1.0,0.0,1
6849,5,1.0,0.0,0.0,6,0,0.0,0.0,0
6850,9,0.0,0.0,0.0,20,0,0.0,1.0,1
6851,3,0.0,1.0,0.0,17,0,0.0,0.0,1
6852,5,0.0,0.0,0.0,10,0,0.0,1.0,1
6853,4,0.0,0.0,0.0,0,0,1.0,0.0,0
6854,4,0.0,0.0,0.0,13,1,1.0,0.0,0
6855,4,0.0,0.0,0.0,4,1,1.0,0.0,0
6856,6,1.0,0.0,0.0,3,1,0.0,0.0,0
6857,6,0.0,1.0,0.0,2,1,0.0,0.0,0
6858,2,0.0,0.0,0.0,15,0,1.0,0.0,0
6859,2,0.0,0.0,0.0,13,1,0.0,1.0,0
6860,6,0.0,0.0,1.0,9,0,0.0,0.0,1
6861,10,0.0,0.0,0.0,15,0,0.0,1.0,0
6862,4,0.0,0.0,1.0,15,0,0.0,0.0,1
6863,0,0.0,0.0,0.0,19,0,1.0,0.0,1
6864,0,0.0,0.0,1.0,18,1,0.0,0.0,0
6865,9,0.0,0.0,0.0,8,1,1.0,0.0,1
6866,2,0.0,0.0,0.0,6,0,1.0,0.0,0
6867,10,0.0,1.0,0.0,8,0,0.0,0.0,1
6868,6,0.0,0.0,0.0,14,0,1.0,0.0,0
6870,10,0.0,0.0,0.0,10,0,0.0,1.0,1
6871,10,0.0,0.0,0.0,8,1,0.0,1.0,1
6872,1,1.0,0.0,0.0,0,0,0.0,0.0,0
6873,10,0.0,0.0,0.0,10,1,0.0,1.0,0
6875,7,0.0,0.0,0.0,1,0,1.0,0.0,0
6876,10,0.0,0.0,0.0,14,0,0.0,1.0,1
6877,3,0.0,1.0,0.0,15,0,0.0,0.0,0
6878,4,0.0,0.0,0.0,17,1,1.0,0.0,0
6880,1,1.0,0.0,0.0,12,1,0.0,0.0,1
6881,2,0.0,1.0,0.0,14,0,0.0,0.0,1
6882,3,0.0,0.0,0.0,18,0,0.0,1.0,0
6883,1,0.0,0.0,1.0,19,0,0.0,0.0,0
6884,3,0.0,0.0,0.0,5,0,0.0,1.0,0
6886,10,1.0,0.0,0.0,6,1,0.0,0.0,1
6887,0,0.0,0.0,0.0,10,0,0.0,1.0,0
6888,9,0.0,1.0,0.0,18,1,0.0,0.0,1
6889,1,1.0,0.0,0.0,5,0,0.0,0.0,0
6890,3,0.0,0.0,0.0,9,1,0.0,1.0,0
6891,6,0.0,0.0,1.0,12,0,0.0,0.0,1
6892,0,1.0,0.0,0.0,12,1,0.0,0.0,0
6893,1,1.0,0.0,0.0,16,1,0.0,0.0,0
6894,6,0.0,0.0,1.0,17,1,0.0,0.0,1
6895,5,1.0,0.0,0.0,18,1,0.0,0.0,1
6896,1,0.0,0.0,0.0,10,1,0.0,1.0,1
6897,4,0.0,1.0,0.0,6,1,0.0,0.0,1
6898,6,0.0,1.0,0.0,6,1,0.0,0.0,1
6899,4,0.0,0.0,1.0,10,0,0.0,0.0,0
6900,7,0.0,0.0,0.0,20,1,0.0,1.0,0
6901,9,0.0,0.0,1.0,11,0,0.0,0.0,0
6902,10,1.0,0.0,0.0,13,1,0.0,0.0,1
6904,10,1.0,0.0,0.0,5,0,0.0,0.0,1
6905,3,0.0,1.0,0.0,16,1,0.0,0.0,0
6906,8,0.0,0.0,0.0,8,0,0.0,1.0,1
6908,2,0.0,0.0,1.0,6,1,0.0,0.0,0
6909,1,1.0,0.0,0.0,10,0,0.0,0.0,1
6911,3,1.0,0.0,0.0,19,1,0.0,0.0,0
6913,7,1.0,0.0,0.0,14,1,0.0,0.0,0
6914,10,0.0,0.0,1.0,19,1,0.0,0.0,1
6916,4,0.0,1.0,0.0,19,1,0.0,0.0,1
6918,10,1.0,0.0,0.0,9,1,0.0,0.0,1
6919,10,1.0,0.0,0.0,12,1,0.0,0.0,0
6920,0,0.0,0.0,0.0,12,0,1.0,0.0,0
6921,9,1.0,0.0,0.0,10,0,0.0,0.0,1
6922,7,0.0,0.0,1.0,19,1,0.0,0.0,1
6923,7,0.0,0.0,0.0,12,0,1.0,0.0,1
6924,7,0.0,1.0,0.0,6,0,0.0,0.0,1
6925,0,0.0,0.0,1.0,19,0,0.0,0.0,1
6926,9,0.0,0.0,0.0,12,0,1.0,0.0,0
6927,1,0.0,0.0,0.0,17,1,0.0,1.0,0
6928,3,0.0,0.0,1.0,14,1,0.0,0.0,0
6929,7,0.0,0.0,1.0,3,0,0.0,0.0,0
6930,0,1.0,0.0,0.0,10,0,0.0,0.0,0
6931,8,0.0,0.0,1.0,18,1,0.0,0.0,1
6932,6,0.0,0.0,0.0,9,1,1.0,0.0,1
6933,8,0.0,1.0,0.0,7,1,0.0,0.0,1
6934,4,0.0,1.0,0.0,7,0,0.0,0.0,1
6936,2,1.0,0.0,0.0,15,0,0.0,0.0,0
6937,4,1.0,0.0,0.0,13,0,0.0,0.0,1
6938,1,0.0,1.0,0.0,8,1,0.0,0.0,0
6939,8,0.0,0.0,0.0,9,1,0.0,1.0,0
6940,1,1.0,0.0,0.0,20,0,0.0,0.0,0
6944,3,0.0,1.0,0.0,12,0,0.0,0.0,0
6946,5,0.0,0.0,0.0,6,0,1.0,0.0,1
6947,6,0.0,0.0,0.0,18,0,1.0,0.0,1
6948,9,0.0,0.0,0.0,5,0,0.0,1.0,1
6949,3,1.0,0.0,0.0,7,0,0.0,0.0,0
6950,0,0.0,0.0,0.0,20,1,0.0,1.0,1
6951,3,0.0,1.0,0.0,2,1,0.0,0.0,0
6952,4,0.0,0.0,0.0,0,1,0.0,1.0,1
6953,3,0.0,0.0,0.0,9,0,0.0,1.0,0
6954,9,0.0,0.0,0.0,17,1,0.0,1.0,0
6955,5,0.0,0.0,0.0,6,1,0.0,1.0,0
6957,3,0.0,0.0,1.0,2,0,0.0,0.0,0
6958,8,0.0,1.0,0.0,16,1,0.0,0.0,1
6960,8,1.0,0.0,0.0,12,1,0.0,0.0,0
6961,4,0.0,1.0,0.0,8,1,0.0,0.0,0
6962,5,1.0,0.0,0.0,18,0,0.0,0.0,1
6964,2,0.0,1.0,0.0,11,0,0.0,0.0,1
6965,8,0.0,0.0,0.0,11,1,0.0,1.0,0
6966,10,0.0,0.0,0.0,10,0,1.0,0.0,1
6968,5,0.0,1.0,0.0,6,1,0.0,0.0,0
6970,3,0.0,0.0,0.0,10,1,1.0,0.0,0
6971,8,0.0,0.0,0.0,9,1,0.0,1.0,1
6972,5,0.0,0.0,0.0,15,0,1.0,0.0,0
6973,5,0.0,0.0,1.0,6,0,0.0,0.0,1
6974,7,0.0,1.0,0.0,5,0,0.0,0.0,0
6975,8,0.0,1.0,0.0,15,1,0.0,0.0,1
6976,9,0.0,0.0,0.0,14,0,1.0,0.0,1
6977,2,0.0,0.0,0.0,3,1,1.0,0.0,0
6979,6,0.0,0.0,0.0,7,0,1.0,0.0,0
6980,8,0.0,1.0,0.0,9,0,0.0,0.0,0
6981,9,0.0,0.0,0.0,2,1,1.0,0.0,0
6982,2,0.0,0.0,0.0,11,1,0.0,1.0,0
6983,6,0.0,0.0,0.0,4,1,1.0,0.0,0
6985,8,0.0,0.0,1.0,20,0,0.0,0.0,1
6986,6,0.0,0.0,1.0,20,1,0.0,0.0,0
6987,6,1.0,0.0,0.0,3,1,0.0,0.0,1
6988,5,1.0,0.0,0.0,2,0,0.0,0.0,0
6989,7,0.0,0.0,0.0,13,1,0.0,1.0,0
6990,6,0.0,0.0,0.0,14,0,0.0,1.0,1
6991,4,1.0,0.0,0.0,0,0,0.0,0.0,0
6992,6,0.0,1.0,0.0,0,0,0.0,0.0,0
6993,1,0.0,1.0,0.0,10,0,0.0,0.0,0
6994,8,1.0,0.0,0.0,3,0,0.0,0.0,1
6995,9,0.0,0.0,0.0,16,0,1.0,0.0,0
6996,4,0.0,0.0,0.0,15,1,0.0,1.0,1
6997,0,0.0,0.0,1.0,13,1,0.0,0.0,0
6998,9,0.0,0.0,1.0,6,1,0.0,0.0,0
6999,5,0.0,0.0,1.0,6,0,0.0,0.0,1
7000,2,0.0,0.0,0.0,14,1,0.0,1.0,1
7001,6,0.0,0.0,1.0,1,1,0.0,0.0,1
7002,2,0.0,0.0,0.0,6,1,1.0,0.0,0
7003,3,0.0,0.0,0.0,2,0,0.0,1.0,0
7004,6,0.0,1.0,0.0,16,0,0.0,0.0,1
7005,9,0.0,0.0,0.0,1,0,1.0,0.0,1
7006,6,0.0,0.0,0.0,9,0,1.0,0.0,1
7008,2,0.0,0.0,0.0,16,0,0.0,1.0,0
7009,6,0.0,1.0,0.0,11,0,0.0,0.0,1
7010,7,0.0,0.0,1.0,1,1,0.0,0.0,0
7011,5,0.0,0.0,1.0,6,0,0.0,0.0,1
7013,0,0.0,1.0,0.0,2,0,0.0,0.0,0
7014,2,0.0,0.0,1.0,19,1,0.0,0.0,0
7015,5,0.0,0.0,1.0,2,0,0.0,0.0,1
7016,5,0.0,0.0,1.0,9,1,0.0,0.0,1
7018,4,0.0,0.0,1.0,13,1,0.0,0.0,1
7019,2,0.0,0.0,1.0,6,0,0.0,0.0,0
7020,10,1.0,0.0,0.0,19,1,0.0,0.0,1
7021,5,0.0,0.0,0.0,9,0,1.0,0.0,0
7022,7,0.0,1.0,0.0,19,0,0.0,0.0,1
7023,2,0.0,1.0,0.0,3,0,0.0,0.0,0
7024,7,0.0,1.0,0.0,2,1,0.0,0.0,0
7025,6,0.0,0.0,0.0,19,0,0.0,1.0,0
7026,10,0.0,1.0,0.0,0,1,0.0,0.0,1
7028,2,0.0,0.0,1.0,3,1,0.0,0.0,0
7029,1,0.0,0.0,0.0,11,0,0.0,1.0,0
7032,1,0.0,1.0,0.0,11,0,0.0,0.0,0
7033,5,0.0,0.0,1.0,20,1,0.0,0.0,1
7036,8,0.0,0.0,0.0,5,0,0.0,1.0,1
7037,0,0.0,0.0,1.0,18,0,0.0,0.0,0
7038,3,0.0,0.0,0.0,13,0,0.0,1.0,0
7039,0,0.0,0.0,1.0,15,1,0.0,0.0,0
7040,0,0.0,0.0,0.0,9,1,0.0,1.0,0
7041,7,1.0,0.0,0.0,12,0,0.0,0.0,1
7042,2,0.0,0.0,1.0,14,1,0.0,0.0,1
7043,10,0.0,0.0,1.0,17,1,0.0,0.0,1
7044,10,0.0,0.0,0.0,9,1,1.0,0.0,0
7045,10,0.0,0.0,0.0,15,0,1.0,0.0,1
7046,3,0.0,0.0,0.0,11,1,0.0,1.0,0
7047,9,0.0,0.0,0.0,9,1,0.0,1.0,1
7048,4,0.0,0.0,0.0,14,0,0.0,1.0,1
7049,1,0.0,0.0,0.0,10,1,1.0,0.0,0
7050,5,1.0,0.0,0.0,19,1,0.0,0.0,1
7051,2,0.0,1.0,0.0,9,1,0.0,0.0,0
7052,0,0.0,1.0,0.0,15,1,0.0,0.0,0
7053,5,0.0,0.0,0.0,1,0,1.0,0.0,1
7054,3,0.0,0.0,0.0,12,0,0.0,1.0,1
7056,5,1.0,0.0,0.0,12,0,0.0,0.0,1
7058,2,0.0,0.0,1.0,10,1,0.0,0.0,1
7059,5,1.0,0.0,0.0,9,1,0.0,0.0,1
7060,8,0.0,0.0,0.0,12,0,0.0,1.0,1
7061,1,0.0,0.0,1.0,10,0,0.0,0.0,0
7063,2,0.0,1.0,0.0,11,1,0.0,0.0,0
7064,7,0.0,0.0,0.0,16,0,0.0,1.0,1
7065,10,0.0,1.0,0.0,17,1,0.0,0.0,1
7066,4,0.0,0.0,0.0,15,0,0.0,1.0,1
7067,3,1.0,0.0,0.0,3,0,0.0,0.0,0
7069,8,1.0,0.0,0.0,4,1,0.0,0.0,0
7070,10,0.0,0.0,0.0,16,1,0.0,1.0,1
7071,9,0.0,0.0,1.0,4,0,0.0,0.0,0
7072,6,0.0,1.0,0.0,9,0,0.0,0.0,1
7073,9,0.0,0.0,0.0,11,1,0.0,1.0,1
7074,10,0.0,1.0,0.0,16,0,0.0,0.0,1
7075,0,0.0,1.0,0.0,9,1,0.0,0.0,0
7076,0,0.0,1.0,0.0,6,0,0.0,0.0,0
7077,7,1.0,0.0,0.0,11,1,0.0,0.0,1
7078,5,1.0,0.0,0.0,6,1,0.0,0.0,1
7080,2,0.0,0.0,0.0,10,1,1.0,0.0,0
7081,6,0.0,0.0,0.0,0,1,1.0,0.0,0
7082,5,0.0,0.0,0.0,17,1,0.0,1.0,0
7084,7,0.0,0.0,0.0,7,1,1.0,0.0,1
7085,2,0.0,0.0,1.0,16,0,0.0,0.0,0
7086,8,1.0,0.0,0.0,12,0,0.0,0.0,1
7087,9,0.0,0.0,1.0,14,1,0.0,0.0,0
7088,4,0.0,1.0,0.0,2,0,0.0,0.0,0
7089,6,0.0,0.0,1.0,0,0,0.0,0.0,1
7090,8,1.0,0.0,0.0,20,1,0.0,0.0,1
7091,5,0.0,0.0,0.0,8,1,0.0,1.0,0
7092,4,1.0,0.0,0.0,2,0,0.0,0.0,0
7093,9,0.0,0.0,0.0,3,0,1.0,0.0,1
7094,4,0.0,0.0,0.0,15,0,0.0,1.0,1
7095,9,0.0,0.0,0.0,16,0,0.0,1.0,0
7096,6,0.0,1.0,0.0,10,0,0.0,0.0,1
7097,2,0.0,0.0,0.0,12,0,1.0,0.0,0
7098,6,1.0,0.0,0.0,16,0,0.0,0.0,1
7099,5,0.0,1.0,0.0,14,0,0.0,0.0,1
7100,3,0.0,0.0,0.0,18,1,0.0,1.0,0
7101,6,1.0,0.0,0.0,17,1,0.0,0.0,1
7102,8,0.0,0.0,0.0,14,0,0.0,1.0,1
7103,5,1.0,0.0,0.0,20,0,0.0,0.0,0
7105,4,0.0,1.0,0.0,8,0,0.0,0.0,1
7107,5,1.0,0.0,0.0,10,1,0.0,0.0,0
7108,6,1.0,0.0,0.0,15,1,0.0,0.0,1
7110,2,0.0,0.0,0.0,6,1,1.0,0.0,0
7111,3,0.0,0.0,0.0,16,1,1.0,0.0,0
7114,6,0.0,1.0,0.0,13,0,0.0,0.0,1
7115,10,0.0,0.0,0.0,20,1,0.0,1.0,1
7116,1,0.0,1.0,0.0,19,1,0.0,0.0,0
7117,2,0.0,0.0,0.0,9,1,0.0,1.0,1
7118,10,0.0,1.0,0.0,16,0,0.0,0.0,0
7119,6,0.0,0.0,0.0,20,0,0.0,1.0,0
7120,4,0.0,0.0,0.0,13,0,1.0,0.0,1
7121,10,0.0,0.0,0.0,4,1,1.0,0.0,0
7122,6,0.0,0.0,0.0,17,1,0.0,1.0,1
7125,8,0.0,0.0,1.0,14,0,0.0,0.0,1
7126,2,0.0,1.0,0.0,0,1,0.0,0.0,0
7128,6,0.0,1.0,0.0,16,0,0.0,0.0,0
7129,8,1.0,0.0,0.0,6,0,0.0,0.0,1
7131,9,0.0,0.0,0.0,4,1,0.0,1.0,0
7132,7,0.0,0.0,1.0,19,0,0.0,0.0,1
7133,8,0.0,1.0,0.0,3,1,0.0,0.0,0
7135,2,0.0,0.0,0.0,2,1,0.0,1.0,1
7136,9,1.0,0.0,0.0,13,0,0.0,0.0,1
7137,5,1.0,0.0,0.0,9,1,0.0,0.0,1
7138,1,1.0,0.0,0.0,3,0,0.0,0.0,0
7139,4,0.0,0.0,1.0,7,0,0.0,0.0,0
7140,4,0.0,0.0,1.0,10,1,0.0,0.0,1
7141,2,0.0,0.0,1.0,2,0,0.0,0.0,0
7142,9,0.0,0.0,0.0,10,1,0.0,1.0,1
7143,1,0.0,0.0,1.0,7,0,0.0,0.0,0
7144,3,0.0,0.0,1.0,17,0,0.0,0.0,1
7145,8,0.0,1.0,0.0,1,1,0.0,0.0,1
7147,1,0.0,0.0,0.0,5,0,0.0,1.0,0
7148,3,0.0,0.0,0.0,15,1,1.0,0.0,1
7149,4,0.0,0.0,0.0,5,1,0.0,1.0,0
7150,10,0.0,0.0,1.0,15,0,0.0,0.0,0
7151,7,0.0,0.0,0.0,9,0,1.0,0.0,1
7152,10,0.0,0.0,1.0,5,0,0.0,0.0,0
7153,6,0.0,1.0,0.0,4,0,0.0,0.0,1
7154,1,0.0,1.0,0.0,2,1,0.0,0.0,1
7155,4,0.0,0.0,1.0,4,1,0.0,0.0,0
7156,7,1.0,0.0,0.0,13,0,0.0,0.0,1
7157,9,1.0,0.0,0.0,7,1,0.0,0.0,1
7158,7,1.0,0.0,0.0,9,0,0.0,0.0,1
7161,4,0.0,0.0,0.0,19,0,0.0,1.0,1
7162,6,0.0,1.0,0.0,15,0,0.0,0.0,0
7163,10,0.0,1.0,0.0,13,0,0.0,0.0,0
7164,10,0.0,0.0,0.0,19,1,1.0,0.0,1
7165,9,0.0,1.0,0.0,2,1,0.0,0.0,0
7166,5,1.0,0.0,0.0,18,1,0.0,0.0,1
7167,5,1.0,0.0,0.0,14,1,0.0,0.0,0
7168,6,0.0,0.0,1.0,13,0,0.0,0.0,1
7169,5,0.0,0.0,0.0,20,0,0.0,1.0,1
7170,2,0.0,0.0,0.0,0,1,0.0,1.0,0
7171,0,0.0,1.0,0.0,6,1,0.0,0.0,0
7172,7,0.0,0.0,0.0,2,1,1.0,0.0,0
7174,3,0.0,0.0,0.0,3,0,1.0,0.0,0
7175,9,0.0,0.0,0.0,0,0,1.0,0.0,0
7176,2,0.0,0.0,0.0,15,0,0.0,1.0,0
7177,1,0.0,0.0,0.0,7,1,1.0,0.0,0
7178,1,0.0,1.0,0.0,0,0,0.0,0.0,0
7180,7,0.0,0.0,0.0,10,0,1.0,0.0,1
7181,8,0.0,0.0,1.0,4,0,0.0,0.0,0
7182,7,1.0,0.0,0.0,15,0,0.0,0.0,0
7183,2,1.0,0.0,0.0,8,0,0.0,0.0,0
7184,1,0.0,0.0,1.0,11,0,0.0,0.0,1
7186,10,0.0,0.0,1.0,3,1,0.0,0.0,0
7188,3,0.0,1.0,0.0,11,0,0.0,0.0,0
7189,2,0.0,0.0,1.0,6,1,0.0,0.0,0
7190,3,0.0,0.0,0.0,5,0,0.0,1.0,0
7191,6,0.0,0.0,0.0,7,1,1.0,0.0,1
7192,1,0.0,0.0,0.0,5,1,0.0,1.0,0
7193,10,0.0,1.0,0.0,8,0,0.0,0.0,1
7196,6,1.0,0.0,0.0,13,0,0.0,0.0,1
7197,5,0.0,1.0,0.0,15,0,0.0,0.0,1
7198,6,0.0,0.0,1.0,8,1,0.0,0.0,1
7199,2,0.0,0.0,1.0,0,1,0.0,0.0,0
7200,8,1.0,0.0,0.0,14,1,0.0,0.0,1
7202,9,1.0,0.0,0.0,9,0,0.0,0.0,1
7203,4,1.0,0.0,0.0,15,1,0.0,0.0,1
7204,9,0.0,0.0,1.0,17,0,0.0,0.0,1
7205,5,0.0,1.0,0.0,19,0,0.0,0.0,1
7206,3,0.0,0.0,0.0,2,1,1.0,0.0,0
7207,10,0.0,0.0,0.0,1,1,1.0,0.0,0
7208,1,0.0,0.0,0.0,20,0,1.0,0.0,0
7210,2,0.0,1.0,0.0,10,1,0.0,0.0,0
7211,7,0.0,0.0,0.0,4,1,1.0,0.0,0
7212,10,0.0,0.0,0.0,18,1,1.0,0.0,1
7213,6,1.0,0.0,0.0,1,1,0.0,0.0,0
7214,5,1.0,0.0,0.0,4,1,0.0,0.0,0
7215,8,1.0,0.0,0.0,18,0,0.0,0.0,0
7216,4,0.0,0.0,0.0,1,1,1.0,0.0,0
7217,9,0.0,0.0,0.0,10,0,0.0,1.0,0
7218,10,0.0,0.0,0.0,16,1,1.0,0.0,0
7219,10,1.0,0.0,0.0,4,0,0.0,0.0,1
7220,9,1.0,0.0,0.0,15,1,0.0,0.0,1
7221,10,0.0,0.0,0.0,9,0,0.0,1.0,1
7222,8,0.0,1.0,0.0,2,1,0.0,0.0,0
7223,4,0.0,0.0,1.0,17,1,0.0,0.0,1
7224,10,1.0,0.0,0.0,0,0,0.0,0.0,0
7225,3,0.0,1.0,0.0,15,1,0.0,0.0,0
7226,7,0.0,0.0,0.0,3,1,0.0,1.0,0
7227,0,0.0,0.0,0.0,17,1,0.0,1.0,0
7228,2,1.0,0.0,0.0,2,0,0.0,0.0,1
7230,0,0.0,0.0,0.0,12,1,1.0,0.0,0
7231,7,0.0,0.0,0.0,16,0,0.0,1.0,1
7233,5,0.0,0.0,0.0,10,0,0.0,1.0,0
7234,7,1.0,0.0,0.0,20,1,0.0,0.0,0
7235,3,0.0,0.0,1.0,6,1,0.0,0.0,0
7236,0,0.0,1.0,0.0,2,1,0.0,0.0,0
7238,6,0.0,0.0,0.0,17,0,1.0,0.0,1
7239,4,0.0,0.0,1.0,5,1,0.0,0.0,1
7241,1,0.0,0.0,1.0,8,1,0.0,0.0,1
7242,8,0.0,0.0,0.0,7,1,0.0,1.0,0
7243,6,0.0,0.0,1.0,8,1,0.0,0.0,0
7244,5,0.0,0.0,0.0,6,0,1.0,0.0,1
7245,3,0.0,0.0,0.0,13,1,1.0,0.0,0
7246,8,0.0,0.0,0.0,16,1,0.0,1.0,1
7247,9,0.0,0.0,1.0,18,0,0.0,0.0,0
