Extracurricular Activities_Yes,Previous Scores,Hours Studied,Sample Question Papers Practiced,Sleep Hours,Extracurricular Activities_No,target
0.0,64,7,0,9,1.0,59.0
1.0,72,8,8,6,0.0,67.0
1.0,56,6,1,7,0.0,45.0
1.0,76,6,6,9,0.0,61.0
0.0,97,4,5,9,1.0,80.0
0.0,95,2,8,6,1.0,70.0
1.0,93,1,3,5,0.0,67.0
1.0,62,1,2,4,0.0,37.0
0.0,98,3,6,9,1.0,81.0
1.0,63,4,5,8,0.0,46.0
1.0,68,2,4,7,0.0,46.0
0.0,77,1,9,6,1.0,52.0
0.0,93,7,4,4,1.0,84.0
0.0,77,6,3,9,1.0,66.0
0.0,92,9,0,7,1.0,85.0
0.0,79,2,9,8,1.0,55.0
1.0,84,4,4,6,0.0,67.0
0.0,89,5,0,9,1.0,75.0
1.0,62,1,0,5,0.0,36.0
0.0,70,8,0,4,1.0,64.0
0.0,75,8,0,8,1.0,69.0
0.0,56,6,7,6,1.0,42.0
1.0,76,5,1,9,0.0,64.0
0.0,42,8,8,8,1.0,38.0
0.0,75,3,6,5,1.0,56.0
1.0,94,3,2,6,0.0,73.0
0.0,44,2,8,8,1.0,28.0
0.0,85,5,3,6,1.0,67.0
1.0,54,3,6,6,0.0,34.0
1.0,91,3,2,8,0.0,73.0
1.0,88,6,4,6,0.0,79.0
0.0,45,8,3,5,1.0,38.0
1.0,98,2,5,8,0.0,78.0
0.0,49,4,8,9,1.0,35.0
0.0,93,7,4,8,1.0,85.0
1.0,71,1,0,5,0.0,45.0
1.0,62,1,4,5,0.0,37.0
0.0,87,7,4,5,1.0,78.0
1.0,56,7,8,9,0.0,52.0
1.0,85,1,7,9,0.0,64.0
0.0,59,1,4,6,1.0,32.0
1.0,83,4,4,6,0.0,65.0
1.0,80,5,1,7,0.0,67.0
0.0,83,4,3,5,1.0,64.0
1.0,85,8,6,7,0.0,79.0
1.0,97,7,9,5,0.0,91.0
0.0,61,9,5,4,1.0,56.0
0.0,91,1,4,8,1.0,64.0
0.0,45,7,6,4,1.0,34.0
1.0,43,1,1,9,0.0,16.0
0.0,97,7,8,9,1.0,88.0
0.0,62,8,1,5,1.0,53.0
1.0,83,9,8,6,0.0,80.0
0.0,84,3,3,8,1.0,64.0
0.0,58,4,9,6,1.0,37.0
1.0,93,4,9,6,0.0,75.0
0.0,84,9,5,8,1.0,82.0
0.0,70,7,0,8,1.0,60.0
1.0,83,3,4,4,0.0,64.0
1.0,42,7,8,6,0.0,35.0
1.0,67,8,8,5,0.0,61.0
1.0,42,1,8,5,0.0,18.0
1.0,53,2,2,7,0.0,25.0
1.0,57,7,3,4,0.0,47.0
1.0,66,2,7,6,0.0,47.0
1.0,90,7,7,9,0.0,81.0
1.0,99,9,1,8,0.0,99.0
1.0,49,2,7,8,0.0,28.0
1.0,88,7,6,5,0.0,77.0
0.0,54,4,8,4,1.0,37.0
1.0,58,2,4,4,0.0,35.0
1.0,48,7,1,6,0.0,38.0
1.0,43,5,4,6,0.0,31.0
1.0,54,1,1,5,0.0,29.0
1.0,90,5,4,5,0.0,77.0
0.0,87,3,8,5,1.0,70.0
0.0,92,8,0,5,1.0,83.0
1.0,40,5,8,4,0.0,24.0
0.0,46,2,5,9,1.0,23.0
0.0,92,9,6,8,1.0,90.0
1.0,70,8,1,8,0.0,64.0
0.0,57,6,0,4,1.0,41.0
0.0,51,7,3,9,1.0,44.0
1.0,87,9,8,8,0.0,84.0
1.0,69,7,8,8,0.0,65.0
0.0,72,3,2,8,1.0,54.0
1.0,98,6,0,6,0.0,84.0
0.0,86,7,1,9,1.0,78.0
1.0,46,2,8,6,0.0,21.0
0.0,67,3,8,4,1.0,49.0
0.0,88,4,0,4,1.0,69.0
0.0,42,6,8,7,1.0,31.0
1.0,82,1,0,6,0.0,56.0
1.0,45,9,9,4,0.0,41.0
0.0,70,5,3,6,1.0,54.0
1.0,77,7,4,7,0.0,69.0
0.0,46,9,4,4,1.0,40.0
1.0,82,1,4,4,0.0,58.0
1.0,69,1,3,4,0.0,41.0
0.0,66,3,8,5,1.0,46.0
0.0,56,6,7,9,1.0,50.0
1.0,94,2,8,9,0.0,75.0
1.0,57,1,6,6,0.0,32.0
1.0,61,1,6,6,0.0,37.0
0.0,95,5,4,6,1.0,83.0
1.0,92,4,9,7,0.0,75.0
1.0,65,1,0,5,0.0,39.0
1.0,90,4,5,6,0.0,74.0
1.0,66,3,9,6,0.0,43.0
1.0,79,2,5,4,0.0,56.0
1.0,63,9,9,4,0.0,58.0
0.0,91,1,3,4,1.0,64.0
0.0,47,7,1,6,1.0,39.0
0.0,60,4,0,4,1.0,38.0
1.0,68,5,2,6,0.0,53.0
1.0,82,5,8,7,0.0,68.0
0.0,60,1,0,7,1.0,36.0
0.0,42,6,4,8,1.0,29.0
0.0,70,9,9,5,1.0,67.0
0.0,94,2,5,4,1.0,72.0
0.0,66,7,8,9,1.0,61.0
1.0,85,6,0,4,0.0,70.0
1.0,66,5,4,5,0.0,51.0
1.0,48,4,0,5,0.0,32.0
1.0,96,4,1,8,0.0,80.0
1.0,72,6,1,5,0.0,62.0
0.0,72,4,4,6,1.0,59.0
0.0,65,5,9,4,1.0,50.0
1.0,67,6,3,5,0.0,57.0
0.0,83,5,5,6,1.0,70.0
1.0,82,7,4,5,0.0,70.0
1.0,70,9,1,9,0.0,69.0
0.0,92,7,8,6,1.0,87.0
1.0,40,7,9,7,0.0,29.0
1.0,51,1,8,8,0.0,27.0
0.0,56,8,5,6,1.0,49.0
0.0,54,4,4,5,1.0,35.0
1.0,73,1,4,7,0.0,46.0
1.0,89,5,1,7,0.0,76.0
0.0,55,8,3,6,1.0,47.0
0.0,43,4,1,5,1.0,22.0
0.0,73,8,7,9,1.0,66.0
1.0,85,3,3,6,0.0,68.0
0.0,67,1,3,7,1.0,39.0
0.0,48,2,8,4,1.0,20.0
0.0,56,2,2,8,1.0,29.0
1.0,97,6,5,8,0.0,86.0
0.0,49,1,6,5,1.0,25.0
1.0,48,1,2,4,0.0,20.0
1.0,70,5,3,5,0.0,58.0
1.0,41,9,0,6,0.0,38.0
1.0,63,8,8,9,0.0,62.0
0.0,58,3,6,5,1.0,37.0
1.0,56,3,9,5,0.0,34.0
1.0,82,1,6,9,0.0,56.0
1.0,88,3,8,7,0.0,72.0
1.0,49,1,5,8,0.0,25.0
0.0,89,8,7,8,1.0,82.0
1.0,94,1,4,6,0.0,70.0
1.0,67,5,7,9,0.0,52.0
0.0,77,9,9,6,1.0,76.0
1.0,87,7,0,7,0.0,78.0
1.0,67,4,2,6,0.0,51.0
1.0,98,9,3,9,0.0,96.0
1.0,89,9,8,9,0.0,90.0
0.0,91,2,7,4,1.0,64.0
0.0,89,6,7,7,1.0,79.0
0.0,40,4,1,9,1.0,22.0
0.0,42,7,2,7,1.0,32.0
0.0,54,7,5,5,1.0,42.0
1.0,91,9,3,5,0.0,88.0
1.0,49,5,5,4,0.0,36.0
1.0,60,6,3,9,0.0,48.0
1.0,76,1,2,7,0.0,51.0
0.0,54,6,1,7,1.0,40.0
1.0,62,2,3,5,0.0,34.0
1.0,53,6,9,8,0.0,43.0
0.0,54,9,1,8,1.0,59.0
1.0,49,8,6,9,0.0,42.0
1.0,95,9,0,5,0.0,93.0
0.0,48,8,0,9,1.0,37.0
1.0,83,3,4,6,0.0,63.0
1.0,78,8,6,7,0.0,70.0
0.0,44,6,0,9,1.0,33.0
1.0,64,6,3,4,0.0,50.0
1.0,95,6,4,8,0.0,84.0
1.0,81,3,1,9,0.0,60.0
1.0,96,1,6,6,0.0,67.0
1.0,65,4,3,7,0.0,47.0
0.0,47,6,7,6,1.0,34.0
1.0,61,2,0,9,0.0,38.0
1.0,91,7,9,7,0.0,84.0
0.0,87,4,0,5,1.0,69.0
0.0,51,4,3,5,1.0,32.0
0.0,48,1,0,4,1.0,21.0
1.0,49,2,4,4,0.0,30.0
1.0,87,9,5,6,0.0,85.0
1.0,49,8,6,5,0.0,45.0
1.0,48,8,7,7,0.0,43.0
1.0,65,9,7,5,0.0,63.0
0.0,74,7,1,7,1.0,64.0
1.0,66,9,3,5,0.0,62.0
0.0,70,6,8,6,1.0,62.0
0.0,58,3,8,5,1.0,40.0
0.0,82,6,2,8,1.0,71.0
0.0,77,3,6,8,1.0,56.0
0.0,45,8,3,7,1.0,38.0
1.0,54,4,8,6,0.0,39.0
1.0,68,6,6,7,0.0,62.0
1.0,86,9,5,6,0.0,84.0
1.0,84,2,8,4,0.0,64.0
1.0,93,2,6,5,0.0,71.0
0.0,44,7,7,6,1.0,38.0
1.0,92,2,3,4,0.0,67.0
0.0,41,4,0,7,1.0,23.0
0.0,62,9,7,8,1.0,57.0
1.0,83,8,5,8,0.0,80.0
1.0,91,2,3,5,0.0,68.0
0.0,85,8,2,9,1.0,77.0
1.0,58,4,4,5,0.0,37.0
0.0,63,2,3,4,1.0,39.0
1.0,59,7,6,8,0.0,49.0
0.0,86,6,5,6,1.0,74.0
0.0,66,5,2,8,1.0,53.0
0.0,91,1,9,9,1.0,67.0
1.0,63,2,0,5,0.0,38.0
0.0,56,8,6,7,1.0,47.0
0.0,64,1,4,4,1.0,40.0
1.0,85,3,0,9,0.0,68.0
1.0,94,2,0,8,0.0,70.0
1.0,70,5,5,6,0.0,54.0
0.0,67,4,3,9,1.0,49.0
0.0,89,7,7,6,1.0,79.0
0.0,98,5,1,6,1.0,82.0
1.0,67,8,3,4,0.0,62.0
0.0,95,6,7,6,1.0,86.0
1.0,98,4,4,8,0.0,80.0
1.0,44,2,2,4,0.0,17.0
0.0,93,1,3,7,1.0,69.0
1.0,81,8,1,6,0.0,74.0
0.0,47,4,3,9,1.0,32.0
1.0,77,5,8,5,0.0,64.0
1.0,67,8,5,4,0.0,57.0
0.0,86,8,0,4,1.0,78.0
1.0,51,8,6,4,0.0,40.0
1.0,96,6,1,8,0.0,88.0
0.0,64,2,5,6,1.0,42.0
1.0,83,1,0,9,0.0,56.0
1.0,54,1,6,5,0.0,26.0
1.0,83,3,3,5,0.0,56.0
1.0,80,3,2,7,0.0,63.0
0.0,90,5,9,9,1.0,78.0
1.0,92,1,6,9,0.0,68.0
0.0,99,7,7,8,1.0,90.0
0.0,84,3,3,9,1.0,65.0
1.0,47,3,6,7,0.0,32.0
1.0,98,1,6,8,0.0,74.0
0.0,75,2,9,9,1.0,57.0
0.0,45,1,6,9,1.0,22.0
0.0,77,8,5,8,1.0,69.0
0.0,71,7,2,8,1.0,62.0
0.0,83,4,7,5,1.0,66.0
1.0,88,6,8,5,0.0,75.0
0.0,98,2,7,8,1.0,80.0
0.0,46,1,7,4,1.0,20.0
0.0,65,1,9,4,1.0,40.0
0.0,54,9,9,7,1.0,55.0
0.0,95,4,6,5,1.0,78.0
1.0,88,5,9,9,0.0,76.0
0.0,62,4,4,7,1.0,44.0
1.0,91,8,6,4,0.0,85.0
0.0,77,4,9,5,1.0,56.0
0.0,80,9,8,6,1.0,76.0
0.0,54,9,3,9,1.0,49.0
1.0,87,6,7,5,0.0,72.0
0.0,92,2,0,7,1.0,69.0
0.0,79,7,3,8,1.0,72.0
0.0,71,6,1,5,1.0,57.0
1.0,76,3,2,4,0.0,56.0
0.0,57,7,2,5,1.0,46.0
1.0,59,5,8,6,0.0,45.0
0.0,41,3,1,9,1.0,22.0
1.0,62,7,7,8,0.0,54.0
0.0,69,3,5,7,1.0,48.0
0.0,42,6,5,5,1.0,28.0
1.0,85,5,1,9,0.0,73.0
0.0,78,1,2,4,1.0,52.0
0.0,88,8,2,7,1.0,84.0
0.0,40,1,6,5,1.0,13.0
1.0,80,2,4,4,0.0,57.0
1.0,61,4,3,5,0.0,42.0
0.0,87,8,2,5,1.0,81.0
0.0,67,8,9,9,1.0,63.0
0.0,60,4,3,7,1.0,43.0
1.0,84,5,9,5,0.0,71.0
0.0,71,4,5,5,1.0,49.0
1.0,45,9,4,7,0.0,43.0
0.0,93,2,4,7,1.0,69.0
0.0,40,8,6,8,1.0,34.0
1.0,60,2,7,8,0.0,37.0
1.0,43,3,2,7,0.0,21.0
1.0,42,9,3,6,0.0,38.0
1.0,69,9,4,4,0.0,64.0
1.0,70,7,9,7,0.0,61.0
0.0,73,1,7,8,1.0,46.0
1.0,58,5,2,5,0.0,41.0
1.0,59,9,9,7,0.0,58.0
0.0,62,3,3,7,1.0,40.0
1.0,93,9,3,8,0.0,92.0
0.0,98,5,5,8,1.0,86.0
1.0,79,9,8,6,0.0,77.0
0.0,64,6,9,9,1.0,52.0
0.0,54,9,2,8,1.0,47.0
0.0,77,7,3,8,1.0,70.0
0.0,62,7,5,8,1.0,57.0
0.0,91,8,5,9,1.0,90.0
1.0,41,7,6,5,0.0,32.0
0.0,96,9,0,7,1.0,93.0
0.0,96,9,8,7,1.0,94.0
1.0,54,6,1,8,0.0,42.0
0.0,91,7,3,9,1.0,82.0
1.0,83,2,2,6,0.0,58.0
1.0,74,9,2,8,0.0,68.0
0.0,49,1,4,9,1.0,25.0
1.0,53,1,6,9,0.0,30.0
1.0,66,3,6,6,0.0,46.0
1.0,93,6,6,9,0.0,86.0
0.0,53,5,2,7,1.0,42.0
1.0,74,2,8,6,0.0,49.0
0.0,72,9,5,6,1.0,70.0
0.0,91,4,9,4,1.0,74.0
1.0,40,4,7,6,0.0,26.0
0.0,73,5,0,6,1.0,56.0
1.0,58,8,3,5,0.0,54.0
1.0,63,4,6,7,0.0,48.0
0.0,81,5,8,8,1.0,70.0
0.0,43,4,2,4,1.0,22.0
0.0,75,6,5,6,1.0,62.0
1.0,97,8,2,5,0.0,93.0
1.0,71,6,5,9,0.0,62.0
0.0,48,5,8,8,1.0,31.0
1.0,55,7,5,7,0.0,50.0
1.0,89,2,4,9,0.0,67.0
1.0,42,1,0,6,0.0,17.0
0.0,91,7,2,5,1.0,82.0
1.0,59,5,2,4,0.0,41.0
0.0,49,1,3,7,1.0,24.0
1.0,95,4,4,6,0.0,78.0
1.0,97,4,7,9,0.0,80.0
1.0,97,7,8,8,0.0,93.0
0.0,61,9,6,9,1.0,64.0
0.0,87,2,9,6,1.0,60.0
0.0,42,1,5,9,1.0,18.0
1.0,50,2,2,8,0.0,28.0
0.0,81,6,9,4,1.0,71.0
1.0,47,1,8,9,0.0,23.0
0.0,48,1,2,8,1.0,20.0
1.0,54,5,8,4,0.0,37.0
1.0,71,1,9,5,0.0,47.0
1.0,92,7,0,4,0.0,81.0
0.0,42,1,7,4,1.0,18.0
1.0,43,1,5,4,0.0,16.0
0.0,69,2,8,8,1.0,49.0
1.0,52,3,3,5,0.0,33.0
0.0,83,1,4,7,1.0,60.0
0.0,60,9,5,4,1.0,55.0
0.0,80,8,8,8,1.0,75.0
0.0,96,5,5,8,1.0,81.0
1.0,85,2,8,7,0.0,64.0
0.0,58,5,1,6,1.0,41.0
1.0,78,6,3,5,0.0,68.0
1.0,87,1,2,5,0.0,59.0
0.0,61,4,3,9,1.0,44.0
1.0,59,9,0,4,0.0,55.0
1.0,76,2,1,6,0.0,54.0
1.0,49,1,9,9,0.0,24.0
0.0,57,4,3,4,1.0,37.0
1.0,82,4,4,6,0.0,65.0
1.0,78,6,8,8,0.0,69.0
1.0,85,9,0,4,0.0,82.0
1.0,59,3,7,6,0.0,39.0
1.0,57,9,2,7,0.0,54.0
0.0,50,6,8,5,1.0,36.0
0.0,98,2,7,9,1.0,78.0
1.0,83,6,8,8,0.0,73.0
0.0,57,6,3,9,1.0,49.0
1.0,97,2,4,4,0.0,74.0
1.0,73,2,6,5,0.0,51.0
0.0,62,2,1,5,1.0,37.0
0.0,40,1,6,6,1.0,16.0
0.0,94,5,2,9,1.0,84.0
1.0,49,8,5,9,0.0,47.0
0.0,92,2,5,8,1.0,70.0
0.0,40,5,5,6,1.0,28.0
0.0,77,8,9,8,1.0,72.0
1.0,78,5,1,4,0.0,60.0
1.0,88,2,8,4,0.0,67.0
0.0,70,6,6,6,1.0,58.0
1.0,46,5,8,7,0.0,36.0
1.0,56,4,3,5,0.0,35.0
1.0,74,4,1,6,0.0,56.0
0.0,76,2,9,4,1.0,51.0
1.0,91,9,2,5,0.0,88.0
0.0,57,2,1,6,1.0,36.0
0.0,72,2,1,4,1.0,50.0
0.0,43,9,7,4,1.0,42.0
0.0,62,3,4,9,1.0,44.0
0.0,50,7,5,9,1.0,42.0
0.0,91,4,7,6,1.0,75.0
0.0,69,4,6,4,1.0,54.0
1.0,47,7,6,9,0.0,36.0
0.0,79,1,6,6,1.0,53.0
1.0,44,3,7,5,0.0,24.0
0.0,51,3,0,4,1.0,30.0
1.0,40,1,2,4,0.0,13.0
1.0,54,6,0,6,0.0,43.0
0.0,64,9,7,6,1.0,56.0
0.0,57,8,1,6,1.0,50.0
0.0,77,7,6,5,1.0,67.0
0.0,81,8,5,4,1.0,74.0
1.0,85,6,0,7,0.0,73.0
1.0,92,9,5,5,0.0,90.0
0.0,65,3,8,5,1.0,42.0
0.0,79,9,2,9,1.0,77.0
1.0,98,4,6,4,0.0,84.0
0.0,42,7,3,7,1.0,37.0
1.0,93,9,0,4,0.0,91.0
0.0,61,2,6,5,1.0,34.0
0.0,65,2,0,6,1.0,40.0
1.0,58,9,3,4,0.0,53.0
1.0,83,3,8,4,0.0,63.0
0.0,83,9,4,6,1.0,82.0
1.0,86,5,6,7,0.0,73.0
0.0,99,6,6,7,1.0,86.0
1.0,78,2,2,4,0.0,56.0
0.0,98,8,7,6,1.0,94.0
0.0,75,9,0,9,1.0,74.0
0.0,60,2,3,4,1.0,37.0
1.0,80,6,9,6,0.0,69.0
1.0,93,6,3,5,0.0,79.0
1.0,87,8,1,9,0.0,83.0
1.0,65,5,5,6,0.0,50.0
0.0,52,9,0,4,1.0,47.0
1.0,75,1,2,8,0.0,53.0
1.0,63,9,8,7,0.0,62.0
1.0,80,7,9,4,0.0,75.0
1.0,60,3,1,9,0.0,40.0
1.0,57,6,8,9,0.0,45.0
0.0,54,1,1,6,1.0,27.0
0.0,54,3,6,7,1.0,32.0
0.0,45,2,0,4,1.0,20.0
0.0,82,9,4,9,1.0,80.0
0.0,70,3,6,9,1.0,51.0
0.0,67,2,2,8,1.0,44.0
0.0,47,4,3,5,1.0,29.0
1.0,68,2,4,8,0.0,46.0
0.0,60,1,2,5,1.0,37.0
0.0,56,6,5,9,1.0,44.0
0.0,95,8,2,5,1.0,90.0
0.0,96,2,7,4,1.0,75.0
0.0,88,9,6,9,1.0,84.0
1.0,63,3,0,9,0.0,44.0
1.0,97,8,1,5,0.0,91.0
1.0,99,8,3,6,0.0,94.0
1.0,89,3,4,5,0.0,69.0
1.0,75,3,9,5,0.0,57.0
1.0,70,6,3,7,0.0,55.0
0.0,73,4,8,4,1.0,54.0
0.0,41,1,3,4,1.0,12.0
0.0,81,3,3,6,1.0,62.0
0.0,42,9,3,7,1.0,40.0
0.0,69,5,1,8,1.0,57.0
0.0,47,5,7,4,1.0,33.0
0.0,46,3,4,7,1.0,26.0
0.0,97,4,3,6,1.0,74.0
1.0,58,8,4,7,0.0,56.0
1.0,65,4,4,5,0.0,45.0
0.0,53,5,2,9,1.0,43.0
0.0,87,4,9,5,1.0,68.0
1.0,98,4,2,5,0.0,79.0
1.0,53,4,8,9,0.0,40.0
0.0,42,9,0,5,1.0,37.0
1.0,89,4,9,4,0.0,72.0
0.0,68,9,7,9,1.0,67.0
1.0,99,6,9,5,0.0,93.0
1.0,93,7,2,4,0.0,85.0
1.0,62,3,9,8,0.0,45.0
0.0,67,1,0,5,1.0,41.0
0.0,53,5,9,8,1.0,39.0
0.0,53,2,4,4,1.0,28.0
1.0,59,6,7,7,0.0,48.0
1.0,52,9,4,5,0.0,46.0
1.0,66,1,3,6,0.0,38.0
0.0,99,4,8,9,1.0,87.0
1.0,74,1,0,8,0.0,50.0
1.0,84,1,4,8,0.0,63.0
0.0,95,8,0,5,1.0,89.0
0.0,41,2,5,9,1.0,19.0
0.0,80,1,9,9,1.0,56.0
1.0,84,8,8,8,0.0,82.0
1.0,79,4,1,8,0.0,60.0
0.0,87,3,3,6,1.0,67.0
1.0,63,4,7,9,0.0,50.0
0.0,68,5,2,4,1.0,52.0
1.0,42,1,6,5,0.0,17.0
0.0,84,1,6,5,1.0,61.0
0.0,89,6,9,6,1.0,79.0
0.0,59,2,0,7,1.0,34.0
1.0,93,7,7,5,0.0,83.0
1.0,92,1,9,9,0.0,71.0
1.0,54,7,9,8,0.0,47.0
0.0,88,4,8,4,1.0,70.0
0.0,71,6,0,5,1.0,58.0
0.0,81,8,6,9,1.0,74.0
0.0,40,9,0,4,1.0,34.0
0.0,77,6,0,7,1.0,66.0
0.0,74,9,8,9,1.0,73.0
0.0,46,6,9,8,1.0,34.0
0.0,84,8,5,9,1.0,80.0
1.0,52,9,0,5,0.0,49.0
0.0,88,3,6,4,1.0,69.0
1.0,40,2,2,7,0.0,16.0
0.0,53,6,9,9,1.0,46.0
1.0,68,4,3,4,0.0,50.0
0.0,97,1,3,4,1.0,67.0
1.0,42,8,7,6,0.0,37.0
0.0,85,9,0,4,1.0,78.0
0.0,63,9,7,9,1.0,62.0
0.0,40,2,8,7,1.0,18.0
1.0,87,9,6,8,0.0,83.0
0.0,49,7,0,6,1.0,42.0
1.0,52,5,6,4,0.0,36.0
1.0,75,7,5,9,0.0,64.0
1.0,48,9,4,5,0.0,47.0
0.0,49,4,5,5,1.0,31.0
1.0,62,6,0,5,0.0,46.0
1.0,74,3,7,8,0.0,53.0
1.0,94,6,7,7,0.0,86.0
0.0,81,4,6,7,1.0,66.0
0.0,74,2,2,6,1.0,53.0
1.0,41,9,7,7,0.0,32.0
1.0,54,2,6,9,0.0,32.0
1.0,48,3,4,7,0.0,26.0
1.0,56,7,8,7,0.0,45.0
0.0,78,1,5,8,1.0,54.0
1.0,91,9,5,4,0.0,89.0
1.0,57,1,1,6,0.0,35.0
0.0,54,5,4,9,1.0,40.0
1.0,57,7,3,5,0.0,49.0
0.0,63,3,9,7,1.0,46.0
1.0,62,9,2,7,0.0,63.0
0.0,51,8,8,7,1.0,43.0
1.0,62,3,6,6,0.0,44.0
1.0,60,5,3,9,0.0,48.0
1.0,65,7,8,4,0.0,53.0
1.0,47,4,8,8,0.0,32.0
1.0,69,5,6,9,0.0,58.0
0.0,73,3,4,8,1.0,50.0
1.0,44,9,6,5,0.0,41.0
0.0,70,7,8,4,1.0,61.0
0.0,72,2,2,4,1.0,49.0
0.0,93,7,8,6,1.0,84.0
0.0,43,7,0,9,1.0,32.0
1.0,45,5,4,7,0.0,32.0
0.0,62,9,1,4,1.0,60.0
1.0,58,4,2,7,0.0,46.0
1.0,84,6,2,9,0.0,74.0
1.0,47,4,9,9,0.0,28.0
1.0,78,1,9,5,0.0,52.0
1.0,52,2,8,9,0.0,28.0
1.0,40,3,2,5,0.0,18.0
1.0,45,9,5,7,0.0,45.0
0.0,46,8,1,7,1.0,41.0
1.0,54,1,4,5,0.0,26.0
1.0,91,8,1,4,0.0,86.0
0.0,73,4,6,8,1.0,56.0
1.0,96,9,4,7,0.0,95.0
0.0,62,4,8,8,1.0,47.0
0.0,87,4,0,4,1.0,62.0
0.0,88,9,1,9,1.0,87.0
0.0,63,2,4,6,1.0,40.0
0.0,54,5,3,5,1.0,35.0
0.0,74,4,0,9,1.0,60.0
1.0,43,9,6,8,0.0,41.0
1.0,83,5,8,6,0.0,67.0
1.0,76,9,0,4,0.0,70.0
1.0,56,9,7,9,0.0,55.0
1.0,70,2,8,7,0.0,54.0
0.0,49,3,0,6,1.0,26.0
1.0,93,4,5,7,0.0,77.0
0.0,89,1,6,5,1.0,67.0
1.0,66,1,1,6,0.0,39.0
0.0,81,1,4,6,1.0,54.0
1.0,95,8,6,6,0.0,89.0
1.0,45,5,0,4,0.0,28.0
0.0,91,5,9,8,1.0,80.0
0.0,54,9,7,9,1.0,51.0
1.0,43,3,4,8,0.0,23.0
1.0,87,7,8,7,0.0,77.0
1.0,93,9,2,5,0.0,89.0
1.0,46,1,6,7,0.0,20.0
1.0,90,2,9,6,0.0,68.0
0.0,97,1,7,5,1.0,71.0
1.0,88,9,9,8,0.0,88.0
1.0,92,8,7,7,0.0,85.0
1.0,84,7,3,8,0.0,77.0
0.0,65,8,3,8,1.0,61.0
1.0,97,2,5,5,0.0,74.0
1.0,70,2,9,9,0.0,48.0
0.0,41,3,5,8,1.0,18.0
0.0,67,7,5,6,1.0,59.0
0.0,52,8,0,5,1.0,47.0
0.0,69,4,0,7,1.0,50.0
1.0,94,5,6,9,0.0,77.0
1.0,50,1,3,5,0.0,25.0
1.0,90,1,5,8,0.0,65.0
0.0,63,1,8,7,1.0,40.0
1.0,96,1,1,5,0.0,70.0
0.0,68,7,3,8,1.0,61.0
0.0,95,7,3,8,1.0,89.0
1.0,93,4,6,8,0.0,77.0
0.0,44,2,0,8,1.0,22.0
1.0,74,3,4,8,0.0,55.0
0.0,94,8,1,6,1.0,88.0
1.0,52,6,4,8,0.0,44.0
0.0,44,9,8,7,1.0,39.0
1.0,83,9,7,5,0.0,80.0
1.0,53,4,8,4,0.0,35.0
1.0,77,1,6,6,0.0,52.0
1.0,61,1,9,7,0.0,34.0
0.0,88,2,1,5,1.0,64.0
0.0,79,6,2,5,1.0,65.0
1.0,65,7,9,8,0.0,55.0
0.0,84,1,7,7,1.0,58.0
1.0,44,6,1,5,0.0,29.0
0.0,68,8,6,9,1.0,65.0
1.0,93,5,5,6,0.0,80.0
0.0,61,7,9,7,1.0,55.0
1.0,88,6,3,8,0.0,78.0
0.0,42,4,3,7,1.0,22.0
1.0,67,7,2,9,0.0,53.0
1.0,77,9,5,7,0.0,77.0
1.0,86,5,8,8,0.0,69.0
1.0,53,7,3,6,0.0,47.0
0.0,82,3,3,8,1.0,64.0
0.0,50,2,1,4,1.0,28.0
1.0,48,5,1,8,0.0,35.0
1.0,86,5,4,6,0.0,71.0
1.0,83,8,2,4,0.0,78.0
0.0,45,4,5,8,1.0,32.0
1.0,40,9,5,9,0.0,40.0
1.0,64,7,0,8,0.0,55.0
0.0,55,7,2,5,1.0,42.0
1.0,54,6,6,6,0.0,43.0
0.0,73,8,3,5,1.0,66.0
0.0,56,3,7,9,1.0,33.0
0.0,42,1,2,9,1.0,12.0
1.0,42,6,5,9,0.0,32.0
1.0,76,1,5,4,0.0,48.0
1.0,56,9,8,9,0.0,56.0
0.0,94,2,3,7,1.0,73.0
1.0,88,2,6,6,0.0,65.0
1.0,77,2,0,5,0.0,53.0
0.0,40,8,0,7,1.0,39.0
1.0,46,6,1,4,0.0,32.0
1.0,65,7,3,6,0.0,55.0
1.0,86,7,5,5,0.0,76.0
1.0,78,6,3,6,0.0,69.0
0.0,58,9,5,6,1.0,54.0
1.0,91,9,1,5,0.0,89.0
1.0,93,7,8,9,0.0,87.0
0.0,69,9,2,8,1.0,66.0
0.0,82,3,6,6,1.0,65.0
0.0,94,3,0,9,1.0,71.0
0.0,53,1,7,5,1.0,27.0
0.0,52,5,3,6,1.0,38.0
1.0,59,4,4,8,0.0,43.0
0.0,65,2,6,5,1.0,38.0
0.0,66,9,2,4,1.0,59.0
0.0,64,3,8,4,1.0,44.0
1.0,48,8,8,9,0.0,39.0
1.0,87,5,0,7,0.0,70.0
0.0,51,1,1,6,1.0,24.0
1.0,49,4,1,6,0.0,31.0
0.0,45,3,2,5,1.0,24.0
1.0,73,5,0,6,0.0,59.0
1.0,98,6,4,5,0.0,87.0
1.0,91,2,5,8,0.0,68.0
0.0,80,3,6,6,1.0,62.0
1.0,45,4,6,6,0.0,27.0
1.0,54,5,6,8,0.0,43.0
1.0,56,4,1,6,0.0,35.0
0.0,55,2,1,8,1.0,29.0
0.0,67,6,5,5,1.0,56.0
0.0,47,7,7,6,1.0,37.0
0.0,49,9,4,9,1.0,46.0
